Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AG-2012-02175,General Records,Public,"A copy of all documents related to the dog bite incident that occurred on August 26, 2012. The dog, lived at {a specified address}.","November 6, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,63
AG-2012-02176,General Records,Public,"A copy of the dog bite records regarding the incident involving {an individual}. The incident occurred on August 20, 2011.","November 6, 2012","November 27, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02177,General Records,Public,A copy of all 2012 records with respect to the fire code deficiencies at {a specified address} including the inspection results and all correspondence to the property owners regarding the fire code deficiencies.,"November 6, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02178,General Records,Business,"A copy of all records related to Toronto Water turning off the sprinkler system at {a specified address} on February 18, 2003, including all related record from February 18, 2003 to present.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,52
AG-2012-02180,General Records,Public,"A copy of all building inspection records, reports, results, deficiency notices, etc. for {a specified address}. Including who the deficiency notices were sent to, where they were sent, and the dates they were issued.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,93
AG-2012-02181,General Records,Public,A copy of all Public Health reports or complaints regarding a business at {a specified address} since 1999. Specifically any complaints involving infectious diseases.,"November 6, 2012","December 3, 2012",All Disclosed,1
AG-2012-02182,General Records,Public,"A copy of the building file for {a specified address}. File from 1989, file number 293452.","November 6, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02183,General Records,Public,"A copy of the MLS orders issued to {a specified address}, including the investigation file no. 12 236927 PRS 00IV and the orders from August, September, and October 2012.","November 6, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,31
AG-2012-02184,General Records,Public,"A copy of all by-law infractions and code violations against the building at {a specified address}, including any documents related to the business registered on the lower level unit 1.","November 6, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,106
AG-2012-02185,General Records,Public,A copy of all building inspection and plumbing notes for {a specified address}. File No. 11164938 PLD BLD.,"November 6, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02186,General Records,Public,"A copy of the names of the members on the evaluation committee for RFP No. 9119-12-7173 (Centerville Amusement Park), also any records related to the debriefing of this RFP.","November 6, 2012","December 6, 2012",All Disclosed,0
AG-2012-02187,General Records,Public,"A copy of the building records for {a specified address}, including all permits and inspection reports. Specifically records related permit no. 08 205678 BLD 00NH/ 01NH/ 02NH. Records from 2008 to 2012.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,101
AG-2012-02188,General Records,Public,"A copy of the building records for {a specified address}, including all permits and inspection reports. Specifically records related permit no. 08 205682 BLD 00NH/ 01NH/ 02NH. Records from 2008 to 2012.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,81
AG-2012-02189,General Records,Public,"A copy of records related to the final decision concerning the Douglas tree on {a specified address} which was claimed to be hazardous to {a specified address}. The report may contain reasoning, diagrams, photos, descriptions, tests, etc.","November 5, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,42
AG-2012-02190,General Records,Business,"A copy of records confirming and related to the City of Toronto hiring Nevcon Construction Ltd. to complete work at {a specified address} on or about March 16, 2011. Including contracts, insurance certificates, and information related to damage.","November 7, 2012","December 12, 2012",All Disclosed,113
AG-2012-02191,General Records,Public,"A copy of all reports, videos, resolutions and inspections related to complaints about the windows, structure, and/or mould at {a specified address}.","November 7, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,47
AG-2012-02192,General Records,Public,"A copy of the estimated cost of Ledbury Park dog park dispute to the City of Toronto. This would include legal costs, salary costs, public meetings, construction, and any other expense related to resolving the issue.","November 7, 2012","December 6, 2012",All Disclosed,0
AG-2012-02193,General Records,Public,"A copy of statistics on complaints about Toronto Condo buildings/highness, including a 10 year comparison and types (i.e. poor construction etc.). Also the total legal cost of condo related lawsuits to date.","November 7, 2012","December 7, 2012",Disclosed in Part: No Records Exist,1
AG-2012-02194,General Records,Business,A copy of records indicating the total amount paid to external law firms for legal representation of the Toronto Police Services Board in relation to the Good Class Action (regarding the G20 summit).,"November 1, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02195,General Records,Public,"A copy of the records related to the dog attack at {a specified address}. The incident occurred on September 25, 2012. File No.: 229-78.","November 7, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02196,General Records,Public,A list of the top 25 wastewater surcharge payers and how much do they pay per year.,"November 7, 2012","December 7, 2012",All Disclosed,2
AG-2012-02197,General Records,Public,"A list of the top 25 water consumers, how much water they consume per year and whether they pay the tier 1 or tier 2 water rate.","November 7, 2012","December 7, 2012",All Disclosed,1
AG-2012-02198,General Records,Public,"A copy of the MLS violation file with respect to {a specified address}. The notice of violation was issued on November 25, 2004 and related to the height of the fence. Folder No.: 04 195126FEN 00 IV.","November 5, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02201,General Records,Public,"A copy of the fire report for the motor vehicle accident that occurred on Davenport Road. The incident occurred on January 30, 2007.","November 7, 2012","December 11, 2012",No Records Exist,0
AG-2012-02202,General Records,Business,"A copy of the fire report for {a specified address}, Willowdale. The incident occurred on April 27, 2012.","November 7, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02203,General Records,Business,"A copy of records that detail the legal costs paid to and hours worked by, lawyers of external law firms for legal representation of the TPSB in relation to the Good Class Action.","November 1, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02204,General Records,Public,A copy of the building records for {a specified address} from 1993 to present.,"November 8, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02205,General Records,Public,A copy of any and all land transfer records which indicate the amounts of land transfer tax paid and or received on the transfer of {a specified address}. Records from January 2008 to present.,"November 8, 2012","December 6, 2012",Nothing Disclosed (exemption),0
AG-2012-02206,General Records,Public,"A copy of the video tape recording of the Design Review Panel's meeting regarding the St. Lawrence Market on November 1, 2012.","November 8, 2012","December 6, 2012",All Disclosed,1
AG-2012-02207,General Records,Public,"A copy of the fire report for {a specified address}, North York. The incident occurred on September 22, 2012 at 3:00 a.m. File No. F12109122.","November 5, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02211,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 1, 2012.","November 8, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02212,General Records,Public,A copy of the inspector's notes regarding {a specified address}.,"November 8, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02213,General Records,Public,"A copy of all MLS records on file related to {a specified address}, including any complaint records.","November 6, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02214,General Records,Public,A copy of any and all reports or work orders which pertain to health and safety concerns at {a specified address}.,"November 6, 2012","December 4, 2012",Disclosed in Part: Partially Exempt,226
AG-2012-02215,General Records,Public,"A copy of all fire incident reports for {a specified address} from November 2011 to present, including the two known fire reports from February 6, 2012 (F12013912) and September 15, 2012.","November 6, 2012","December 3, 2012",Disclosed in Part: Partially Exempt,29
AG-2012-02216,General Records,Public,"A copy of the MLS inspection report for {a specified address}, including records detailing why and when there was an inspection that led to a charge being added to the property tax account.","November 6, 2012","December 4, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02219,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on August 5, 2012. Fire Report No.: F12081882.","November 9, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02220,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on November 3, 2012.","November 9, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02221,General Records,Public,"A copy of the occupancy permit for the {a specified address} located at {a specified address} and/or copies of the building inspection reports, including any and all inspection reports relating to the construction of the {a specified address}.","November 12, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,51
AG-2012-02226,General Records,Media,"A copy of any log notes, emails, records, or correspondence that details any threat against Mayor Ford from Dec. 1, 2010 to present, including the ones that did not require City Hall security to respond.","November 12, 2012","December 11, 2012",Nothing Disclosed (exemption),0
AG-2012-02227,General Records,Public,A copy of the complaint filed with Public Health relating to vomit on a TTC subway train at the Yonge subway station in or around September 2012.,"November 12, 2012","December 17, 2012",All Disclosed,6
AG-2012-02229,General Records,Public,"A copy of the inspection notes regarding building and plumbing inspections for {a specified address}, including permit no.'s 12 225575 BLD 00SR and 12 225575 PLB 00PS.","November 8, 2012","December 6, 2012",All Disclosed,4
AG-2012-02230,General Records,Public,"A copy of the Animal Service complaints for the following file no.'s: 12-013-501, A12-014-897, and A012-02201. Also the prosecution for failure to comply.","November 8, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02231,General Records,Public,"A copy of the entire file no.: 12207908, {a specified address} including all dates and details of delayed prosecution for failure to comply with an order due to title search.","November 8, 2012","December 14, 2012",Nothing Disclosed (excluded),0
AG-2012-02234,General Records,Public,"A copy of any building records related to {a specified address}, including a history of the house (built in 1926) and reconstruction aspects of the history. Also any descriptions of the property and of any natural features by the previous home owners.","November 8, 2012","November 23, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-02235,General Records,Public,A copy of the building permits for {a specified address}. Also the name of the builder for this property.,"November 8, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,32
AG-2012-02236,General Records,Public,"A copy of the building inspection records for {a specified address} from September 6-7, 2012 (file no.: 03103231 BLD 00 FR), records related to the complaint about water damage and pipes in a party wall, and a report from an interpreter on Oct. 2, 2012.","November 13, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02237,General Records,Public,A copy of all tree declarations for {a specified address} from 2006 to present.,"November 9, 2012","November 29, 2012",Disclosed in Part: Partially Exempt,1
AG-2012-02238,General Records,Business,"A copy of the lease between the City and ""Princes Gates Hotel Limited Partnership"", including the original letter of intent and the terms and conditions with any subsequent amendments to any documents.","November 14, 2012","November 16, 2012",Transferred Out in Full,0
AG-2012-02240,General Records,Public,A copy of the building permits for {a specified address}. Also the name of the builder for this property.,"November 14, 2012","December 12, 2012",All Disclosed,1
AG-2012-02241,General Records,Public,"A copy of the fire report for a motor vehicle accident on the Gardiner Expressway near Islington exit. The incident occurred on June 30, 2008. Fire Report No.: F08073670.","November 14, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02242,General Records,Public,"A copy of the fire report for a motor vehicle accident that occurred on April 22, 2012. Fire Report No.: F12043879.","November 15, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02243,General Records,Public,A copy of the building inspection notes from the final inspection at {a specified address}. Permit No. 08 217221 BLD 00SR.,"November 15, 2012","November 15, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02244,General Records,Public,"A copy of all by law inspection reports related to {a specified address}, including any records related to the property being a single family home or a 5 unit apartment.","November 13, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,33
AG-2012-02245,General Records,Public,Any complaints made against {a specified address}. Records for the past 4 years.,"November 13, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,78
AG-2012-02246,General Records,Public,A copy of the Public Health for {a specified address}.,"November 15, 2012","November 30, 2012",No Records Exist,0
AG-2012-02247,General Records,Public,A copy of the Public Health report for {a specified address}.,"November 15, 2012","December 14, 2012",All Disclosed,40
AG-2012-02248,General Records,Public,"A copy of the RESCU traffic cameras from September 9, 2012 between 18:30 and 19:30 for (1) Gardiner Expressway Camera 13, facing West and (2) Lakeshore Camera 10, facing East & West.","November 15, 2012","December 10, 2012",All Disclosed,6
AG-2012-02249,General Records,Public,"A copy of the building history for {a specified address}, including what the property was legally zoned as, what it was built as, and any permits related to the property.","November 15, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,6
AG-2012-02250,General Records,Public,"A copy of the construction/architectural drawings related to {a specified address}, including current and past building orders, permits issued, and any other documents related to the property.","November 15, 2012","December 10, 2012",Disclosed in Part: Partially Exempt,44
AG-2012-02251,General Records,Public,"A copy of all architechtural information, detailed plans, floor plans, history, current use of building type (i.e. public use) regarding Air Canada Centre & the old city delivery post  building and the Old Gas Consumer Company.","November 15, 2012","December 13, 2012",Abandoned/Withdrawn by Applicant,0
AG-2012-02252,General Records,Public,A copy of the Public Health records related to the food cart vending license and cart inspections for {an individual}. Licence No.: V27-3954896.,"November 16, 2012","December 12, 2012",Disclosed in Part: No Records Exist,27
AG-2012-02255,General Records,Public,A copy of any report or recommendation made by the arborist retained by {a specified address} with respect to trees affected by the dwelling proposed to be constructed on that property. Records from 2012.,"November 16, 2012","December 17, 2012",All Disclosed,12
AG-2012-02256,General Records,Public,A copy of all inspection reports and permits related to the construction at {a specified address}. Records from 2005 to present.,"November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-02257,General Records,Public,"A copy of the Metropolitan Toronto Correspondence subject files, CTA Fonds 220, Series 11, Metro Toronto Chair. Including the following box no.'s: 103164, 103180, and 103181.","November 16, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,374
AG-2012-02258,General Records,Public,"A copy of any outstanding fire violations, fire work orders, any clearance certificates regarding fire separations, and a history of fire related work orders, fines and violations regarding fire separations for {a specified address}.","November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02264,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 5, 2012.","November 16, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02265,General Records,Business,"A copy of the fire report for the incident that occurred on November 4, 2012. Fire Report No.: F12108851 at {a specified address}.","November 16, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02266,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. Fire Report No.: F12109247.","November 16, 2012","December 24, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02267,General Records,Business,"A copy of the fire report for {a specified addresst}. The incident occurred on November 12, 2012.","November 19, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,21
AG-2012-02268,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on November 10, 2012.","November 19, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,17
AG-2012-02269,General Records,Public,A copy of all records of contract or agreement with the City and the entity identified as 3239501 Canada Ltd. under the Rubrique Waste Management or Bio Waste disposal.,"November 16, 2012","December 12, 2012",No Records Exist,0
AG-2012-02272,General Records,Public,A copy of the building records for {a specified address}.,"November 16, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,119
AG-2012-02273,General Records,Public,A copy of all work orders or MLS violations against {a specified address}.,"November 16, 2012","December 14, 2012",No Records Exist,0
AG-2012-02274,General Records,Public,"A copy of notes made by City Inspector Tejan Alleyne for {a specified address} Toronto.  The notes were made on Oct. 30, 2012 relating to the heat in the building.","November 16, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,7
AG-2012-02275,General Records,Public,"Details of visit by Mayor Ford to {a specified address} on the week of Oct. 15, 2012; a list of all the attendees for the same visit.  Also any record of fire code violations filed against {a specified address} from Aug. 31, 2012 to present.","November 19, 2012","November 27, 2012",Nothing Disclosed (exemption),29
AG-2012-02276,General Records,Business,"A copy of any business license information, including applications if possible, for {a specified address}, located at {a specified address} and {a specified address}, Toronto, between the years 1995 to 2008.","November 19, 2012","November 27, 2012",No Records Exist,0
AG-2012-02278,General Records,Public,"Record of any fire code charges brought against {an individual}, landlord of {a specified address} between Aug. 31, 2012 and Oct. 31 ,2012.","November 19, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02283,General Records,Public,"A copy of all permits and drawings for {a specified address} for construction in 2002, including any documents and reports related to the permits.","November 16, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,28
AG-2012-02284,General Records,Public,"A list including the total number of responses, type of response, and Fire Hall or EMS Station that responded to the following 6 apartment building addresses: {a specified address}.","November 14, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,44
AG-2012-02292,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on June 12, 2010.","November 22, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,12
AG-2012-02293,General Records,Public,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on October 14, 2012.","November 20, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02294,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 11, 2012.","November 20, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02295,General Records,Public,"A copy of the fire report for a motor vehicle accident that occurred at Jane Street and Courage Avenue. The incident occurred on October 6, 2011 at approximately 7:45 p.m.","November 21, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02296,General Records,Public,A copy of building permits for {a specified address}.,"November 21, 2012","December 12, 2012",All Disclosed,16
AG-2012-02299,General Records,Public,A copy of any building inspection reports for {a specified address}.,"November 16, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02300,General Records,Public,"A copy of all MLS complaint files from May 1, 2007 to present related to {a specified address}, including the complaint record and any associated records or files.","November 16, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,113
AG-2012-02301,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on July 27, 2012.","November 21, 2012","November 30, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02302,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 8, 2012.","November 21, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02304,General Records,Public,"A copy of all documentation relating to service calls, drain backups and repairs done on {a specified address} between August 1, 2011 and September 30, 2012, including dates and times the City was on the property.","November 22, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,61
AG-2012-02305,General Records,Business,"A copy of the fire report for {a specified address}, North York. The incident occurred on July 27, 2012.","November 22, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02306,General Records,Public,"A copy of the decision related to a tree at {a specified address}, Scarborough. The tree was damaged on October 30, 2012 during a storm and the City advised the tree was on private property.","November 22, 2012","December 17, 2012",All Disclosed,2
AG-2012-02307,General Records,Public,A copy of the building inspection file no. 12-264556 and all inspection files pertaining to {a specified address}.,"November 22, 2012","December 6, 2012",Disclosed in Part: Partially Exempt,2
AG-2012-02309,General Records,Public,"A copy of all inspection reports for {a specified address} from Building, Public Health and Fire Services. All records from October 2011 to December 2012.","November 20, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,35
AG-2012-02310,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on November 16, 2012. Fire Report No. F12112205.","November 19, 2012","December 7, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02311,General Records,Public,"A copy of the fire inspection report for {a specified address}. The inspection occurred on November 2, 2012.","November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02313,General Records,Public,"A copy of the file no. I.R.B 12900 Summons 42014 Conviction May 31, 2012. The incident occurred at {a specified address}.","November 23, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,57
AG-2012-02314,General Records,Business,A copy of all fire inspection reports for {a specified address} from January 2002 to present.,"November 23, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,130
AG-2012-02317,General Records,Business,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on June 26, 2012.","November 23, 2012","December 17, 2012",Disclosed in Part: No Records Exist,33
AG-2012-02322,General Records,Business,"A copy of all business licenses held by {an individual} for the period of October 26, 2002 to October 26, 2012.","November 26, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02323,General Records,Public,"A copy of the fire report for {a specified address}, Scarborough. The incident occurred on October 21, 2012.","November 26, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02324,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on September 21, 2012.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,8
AG-2012-02325,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on Novemver 17, 2012.","November 26, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02326,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on June 30, 2012.","November 26, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,15
AG-2012-02332,General Records,Public,A copy of the fire inspection records for {a specified address}. The inspection occurred after the November 16th fire (2012).,"November 22, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,19
AG-2012-02333,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 18, 2012.","November 29, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-02334,General Records,Business,"A copy of any complaints, work orders,  and/or by-law violations, property use records, and building permits for {a specified address}.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,114
AG-2012-02335,General Records,Business,"A copy of any complaints, work orders, and/or by-law violations, property use records, and building permits for {a specified address}, Etobicoke.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,93
AG-2012-02336,General Records,Public,"A copy of the report related to tree branches covering a stop sign at Greenwood Avenue and Plains Road (south east corner). The report was completed around August 18 or 19, 2012.","November 15, 2012","December 12, 2012",All Disclosed,3
AG-2012-02337,General Records,Public,"A copy of the MLS inspection report from January or February 2007 regarding carbon monoxide from the garage entering {a specified address}, including the orders to repair/install.","November 22, 2012","December 20, 2012",Disclosed in Part: No Records Exist,22
AG-2012-02338,General Records,Public,"A copy of all recommendations, findings, letters and results from Toronto Fire Prevention for all fire drills and inspections of Lord Lansdowne Public School from October 2012 to November 26, 2012.","November 26, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,68
AG-2012-02339,General Records,Public,"A copy of the Beaches Residents Association of Toronto (""BRAT"") heritage application to designation 1960 Queen Street East as a heritage building.","November 26, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02340,General Records,Media,"A copy of any log notes or details of any incident or threat against Mayor Rob Ford that required security to respond and explanation of what happened and how it was resolved. Records from December 1, 2010 to present.","November 27, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02341,General Records,Media,An electronic copy of the records included in the City's motor vehicle collision records. Requester is looking for the same information as released under FOI #2012-01401.,"November 27, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,15643
AG-2012-02342,General Records,Media,"A copy of all emails sent by an individual between July 1, 2011 and November 30, 2011. Requester is looking for the same information as released under FOI #2012-01393.","November 27, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,305
AG-2012-02343,General Records,Media,"A copy of any records related to a marijuana grow op property at {a specified address} after the police raided the house on March 31, 2011, including any inspection records or records indicating the condition of the premises.","November 27, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,26
AG-2012-02344,General Records,Public,"A copy of any information, including statistical data, pertaining to traffic flow and traffic conditions on the Don Valley Parkway between Eglinton Avenue East in a northbound direction and Wynford Drive on Sundays during December 2011 between 7 and 8 p.m","November 27, 2012","December 27, 2012",All Disclosed,8
AG-2012-02345,General Records,Business,"A copy of the permit records for {a specified address}, including any roof top sign records, waivers, by-law information, etc.","November 27, 2012","December 27, 2012",All Disclosed,12
AG-2012-02346,General Records,Public,"A copy of the number of parking tickets issued in the last 6 months for ""Park 3M of Fire Hydrant"" near {a specified address}.","November 26, 2012","December 21, 2012",All Disclosed,5
AG-2012-02351,General Records,Business,"A copy of the fire report for {a specified address}, York. The incident occurred on November 10, 2012.","November 27, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,5
AG-2012-02352,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 8, 2012.","November 27, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,16
AG-2012-02353,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on April 21, 2012. Fire Report No. F12043499.","November 27, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,14
AG-2012-02355,General Records,Public,A copy of the building permit file no. 90-01014 for {a specified address}.,"November 23, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,30
AG-2012-02359,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on October 14, 2012.","November 28, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02360,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on September 14, 2010.","November 28, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,13
AG-2012-02361,General Records,Association,A copy of any existing policy or procedure documents outlining the mandatory mid-program wading pool draining times at wading pools in Toronto parks and any reasons given internally to staff for only draining while children are kept out of wading pools.,"November 29, 2012","December 20, 2012",All Disclosed,17
AG-2012-02363,General Records,Business,"A copy of the fire report for a motor vehicle accident at Brentcliffe and Eglinton Avenue. The incident occurred on October 20, 2012.","November 29, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,4
AG-2012-02365,General Records,Public,A copy of any records related to the zoning of {a specified address} from 1985 to present or if any changes had been made after 1985.,"November 29, 2012","December 17, 2012",All Disclosed,21
AG-2012-02366,General Records,Public,"A copy of any and all information from Toronto Public Health regarding {a specified address}, including any and all notes on file, inspections and complaints since November 24, 2004.","November 29, 2012","December 28, 2012",Nothing Disclosed (exemption),0
AG-2012-02367,General Records,Public,A copy of all sign permits for {a specified address}.,"November 29, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02368,General Records,Association,"A copy of the IBI Group interim Gardiner Expressway Assessment Report dated September 10, 2012 (referenced in the October 19, 2012 edition of the Toronto Star) and a copy of the final report.","November 30, 2012","December 18, 2012",Disclosed in Part: No Records Exist,94
AG-2012-02369,General Records,Public,"A copy of the fire department report regarding the inspection of {a specified address}, Scarborough.","November 27, 2012","December 18, 2012",Disclosed in Part: Partially Exempt,23
AG-2012-02370,General Records,Public,"A copy of the fire department report regarding the inspection of {a specified address}, Scarborough.","November 27, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,18
AG-2012-02371,General Records,Public,A copy of all reports and complaint records for {a specified address} related to heat issues. The issues were ongoing but the issue was brought to the City's attention in 2012.,"November 28, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,36
AG-2012-02372,General Records,Public,A copy of all environmental reports related to Closed Ash Landfill. There is currently no municipal address for this property however it is located at Keele Street and Ingram Drive. Associated with {a specified address}.,"November 30, 2012","December 31, 2012",All Disclosed,782
AG-2012-02373,General Records,Public,"A copy of the dog bite records related to an incident at {a specified address}. The incident occurred on August 5, 2012.","November 30, 2012","December 27, 2012",Disclosed in Part: Partially Exempt,61
AG-2012-02374,General Records,Business,A copy of all documents related to building permit application no.'s: 04 133051 BLD 01 SR and 04 133051 BLD 00 SR for {a specified address}.,"November 30, 2012","December 27, 2012",All Disclosed,17
AG-2012-02379,General Records,Public,"A copy of the fire report for {a specified address}. The incident occurred on September 10, 2012.","November 28, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,9
AG-2012-02380,General Records,Business,"A copy of the fire report for {a specified address}. The incident occurred on November 6, 2012.","November 30, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,10
AG-2012-02384,General Records,Public,"Information on the amount of taxes on both a roof sign and a wall sign relating to {a specified address}, since the new sign by-law came into effect.","December 3, 2012","December 21, 2012",All Disclosed,0
AG-2012-02386,General Records,Public,"A copy of stop work order, code violations, essentially reasons why the renovation/rebuilding of {a specified address} was stopped by the City.","November 30, 2012","December 31, 2012",Disclosed in Part: Partially Exempt,20
AG-2012-02388,General Records,Public,"A copy of inspection report from Public Health for {a specified address}.  The inspection was done on Feb. 2, 2012.","November 30, 2012","December 28, 2012",Disclosed in Part: Partially Exempt,11
AG-2012-02398,General Records,Media,"A copy of records related to the lawsuit between Rob Ford  v.s. the Compliance Audit Committee, including the amount of hours spent, the court/trial dates attended, the total amount of money spent and if the City sought outside legal counsel.","November 30, 2012","December 20, 2012",All Disclosed,0
