Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AP-2012-02259,Personal Information,Public,A copy of the Ontario Works file for {an individual} from February 2006 to present.,"November 16, 2012","November 28, 2012",Disclosed in Part: Partially Exempt,34
AP-2012-02261,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 16, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,134
AP-2012-02262,Personal Information,Public,"A copy of the Ontario Works file for {an individual}, including records related to reports, correspondence, and payments received.","November 16, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,198
AP-2012-02270,Personal Information,Public,A copy of the clinical notes and records regarding {an individual} from Downsview Dells.,"November 16, 2012","November 21, 2012",No Records Exist,0
AP-2012-02279,Personal Information,Public,"A copy of employment file, payroll records for {an individual}.","November 19, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,82
AP-2012-02281,Personal Information,Public,A copy of complete social services file for {an individual}.,"November 19, 2012","December 14, 2012",Disclosed in Part: Partially Exempt,93
AP-2012-02287,Personal Information,Public,A copy of the employment file for {an individual} from 2005 to present.,"November 20, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,110
AP-2012-02288,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 20, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,805
AP-2012-02290,Personal Information,Public,A copy of the Ontario Works file for {an individuala}.,"November 20, 2012","November 27, 2012",No Records Exist,0
AP-2012-02297,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 21, 2012","December 14, 2012",All Disclosed,458
AP-2012-02298,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 21, 2012","December 11, 2012",Disclosed in Part: Partially Exempt,372
AP-2012-02315,Personal Information,Public,A copy of the employment file for {an individual}.,"November 23, 2012","December 24, 2012",Disclosed in Part: Partially Exempt,245
AP-2012-02318,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 23, 2012","December 12, 2012",Disclosed in Part: Partially Exempt,309
AP-2012-02320,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 23, 2012","December 20, 2012",Disclosed in Part: Partially Exempt,323
AP-2012-02321,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from January 28, 2004 to present.","November 23, 2012","December 31, 2012",Disclosed in Part: Partially Exempt,628
AP-2012-02328,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 26, 2012","December 5, 2012",Disclosed in Part: Partially Exempt,256
AP-2012-02329,Personal Information,Public,A copy of the Ontario Works file for {an individuali}.,"November 26, 2012","December 12, 2012",All Disclosed,103
AP-2012-02330,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"November 26, 2012","December 31, 2012",All Disclosed,14
AP-2012-02331,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 26, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,152
AP-2012-02347,Personal Information,Public,A copy of the employment file for {an individual} from 2009 to present.,"November 27, 2012","December 19, 2012",All Disclosed,18
AP-2012-02348,Personal Information,Public,A copy of the employment file for {an individual}.,"November 27, 2012","December 24, 2012",Disclosed in Part: Partially Exempt,78
AP-2012-02349,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 27, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,360
AP-2012-02356,Personal Information,Public,A copy of the employment file for {an individual}.,"November 28, 2012","December 28, 2012",All Disclosed,150
AP-2012-02357,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 28, 2012","December 13, 2012",Disclosed in Part: Partially Exempt,125
AP-2012-02358,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 28, 2012","December 24, 2012",Disclosed in Part: Partially Exempt,221
AP-2012-02362,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 29, 2012","December 17, 2012",All Disclosed,123
AP-2012-02364,Personal Information,Public,"A copy of the employment file for {an individual}, including application for employment, payroll and attendance records, performance evaluations, job descriptions, and any medical documentation.","November 29, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,146
AP-2012-02375,Personal Information,Public,A copy of the employment file for {an individual}. He was with the City from 1996 to 1998 and employed by the City of Scarborough from 1983 to 1987 and 1989 to 1990.,"November 30, 2012","December 18, 2012",Disclosed in Part: No Records Exist,21
AP-2012-02377,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 30, 2012","December 19, 2012",Disclosed in Part: Partially Exempt,524
AP-2012-02378,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"November 30, 2012","November 30, 2012",Transferred Out in Full,0
AP-2012-02387,Personal Information,Public,A copy of Ontario Works file for {an individual}.,"December 3, 2012","December 4, 2012",Abandoned/Withdrawn by Applicant,0
AP-2012-02400,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"December 5, 2012","December 17, 2012",Disclosed in Part: Partially Exempt,162
AP-2012-02414,Personal Information,Public,A copy of employment and payroll file for {an individual}.,"December 6, 2012","December 21, 2012",Disclosed in Part: Partially Exempt,108
AP-2012-02429,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2007 to present.,"December 11, 2012","December 17, 2012",No Records Exist,0
AP-2012-02445,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"December 12, 2012","December 31, 2012",All Disclosed,5
AP-2012-02447,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"December 12, 2012","December 31, 2012",All Disclosed,14
AP-2012-02448,Personal Information,Public,A copy of documents from the Ontario Works file for {an individual}.,"December 12, 2012","December 27, 2012",All Disclosed,27
AP-2012-02472,Personal Information,Public,A copy of the Ontario Works file for {an individual} from 2007 to present.,"December 14, 2012","December 20, 2012",No Records Exist,0
AP-2012-02474,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from August 17, 2008 to present.","December 14, 2012","December 21, 2012",Transferred Out in Full,0
AP-2012-02506,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"December 19, 2012","December 21, 2012",Transferred Out in Full,0
AP-2012-02545,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"December 21, 2012","December 27, 2012",Transferred Out in Full,0
AP-2012-02560,Personal Information,Public,"A copy of the Ontario Works file for {an individual} from October 28, 2005 to present.","December 24, 2012","December 31, 2012",No Records Exist,0
AP-2012-02561,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"December 24, 2012","December 31, 2012",Transferred Out in Full,0
PHI-2012-01914,Personal Health Information,Public,"A copy of the ambulance incident details call report with respect to the accident at Connaught Avenue and Yonge Street. The incident occurred on May 17, 2012.","October 4, 2012","October 31, 2012",All Disclosed,3
PHI-2012-01937,Personal Health Information,Public,"A copy of the ambulance call report with respect to the slip and fall incident that occurred on December 7, 2008. The incident occurred in front of the TTC doors at the south side exit at the Lawrence West Station in Toronto.","October 10, 2012","November 8, 2012",All Disclosed,4
PHI-2012-01966,Personal Health Information,Public,"A copy of the updated file, clinical notes, and records from Bendale Acres for {an individual}. Records from November 15, 2011 to present.","October 12, 2012","November 26, 2012",All Disclosed,289
PHI-2012-02217,Personal Health Information,Public,"A copy of the Kipling Acres file for {an individual}, including all clinical notes and records.","November 9, 2012","December 6, 2012",All Disclosed,235
