Request_Number,Request_Type,Source,Summary,Date_Complete_Received,Decision_Communicated,Name,Number_of_Pages_Released
AP-2012-01123,Personal Information,Public,A copy of the Children's Services file for {an individual}.,"June 18, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,22
AG-2012-01141,General Records,Business,"A copy of the fire report for {an address}. The incident occurred on April 29, 2012.","June 19, 2012","June 29, 2012",Disclosed in Part: Partially Exempt,7
AP-2012-01144,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 19, 2012","June 26, 2012",Disclosed in Part: Partially Exempt,122
AP-2012-01145,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 19, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,66
AP-2012-01150,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 21, 2012","June 21, 2012",Transferred Out in Full,0
AP-2012-01151,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 21, 2012","June 21, 2012",Transferred Out in Full,0
AG-2012-01166,General Records,Public,"A copy of the fire report regarding an elevator incident at {an address}. The incident occurred on April 12, 2012.","June 25, 2012","June 28, 2012",Disclosed in Part: Partially Exempt,3
AP-2012-01173,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 25, 2012","June 26, 2012",Transferred Out in Full,0
AP-2012-01190,Personal Information,Public,A copy of the Ontario Works file for {an individual}.,"June 26, 2012","June 27, 2012",No Records Exist,0
AP-2012-01194,Personal Information,Public,A copy of the Ontario Works file for {an individual} from December 2008 to present.,"June 27, 2012","June 27, 2012",No Records Exist,0
